HOT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
550,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,Named,,,D83357,15,0.04,228,Micrococcus aureus|Micrococcus pyogenes|Staphlococcus pyogenes|Staphylococcus pyogenes,1280,85269,368332,11181246,SEQF1488|SEQF1489|SEQF1803|SEQF2202|SEQF1804|SEQF2203|SEQF1805|SEQF1806|SEQF1807|SEQF1808|SEQF1809|SEQF1810|SEQF1310|SEQF1811|SEQF1812|SEQF1813|SEQF1814|SEQF1815|SEQF1824|SEQF1825|SEQF1826|SEQF1827|SEQF1828|SEQF1829|SEQF1830|SEQF1831|SEQF2198|SEQF1490|SEQF1832|SEQF2199|SEQF1833|SEQF1725|SEQF2200|SEQF1636|SEQF1834|SEQF2201|SEQF1835|SEQF1491|SEQF2173|SEQF1314|SEQF1315|SEQF1316|SEQF1317|SEQF1319|SEQF1311|SEQF1320|SEQF1318|SEQF1637|SEQF1816|SEQF1817|SEQF1818|SEQF1819|SEQF1620|SEQF1820|SEQF1312|SEQF1621|SEQF1821|SEQF1313|SEQF1822|SEQF1431|SEQF1823|SEQF1492,N/A,,,,,
552,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,avidum,Named,,,AJ003055,2,0.01,409,Bacteroides avidus|Corynebacterium avidum|Mycobacterium avidum,33010,55,905,12596,SEQF1990|SEQF2522,N/A,,,,,
553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,baroniae,Named,,,AJ012605,5,0.01,343,Prevotella genomosp.|Prevotella genomospecies,305719,8,409,7229,SEQF1934|SEQF2582|SEQF2675,N/A,,,,,
554,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,baumannii,Named,,,X81660,27,0.08,176,Acinetobacter baumanni|Bacterium anitratum,470,4228,160264,2859777,SEQF1622|SEQF1398|SEQF1164|SEQF1486|SEQF1161|SEQF1727|SEQF1384|SEQF1485|SEQF1623,N/A,,,,,
555,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,bergeri,Named,,,AY005050,0,0,0,Gemella bergeriae|Gemella bergeri,84136,7,290,3067,SEQF2460,N/A,,,,,
556,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,bivia,Named,,,L16475,0,0,0,Bacteroides bivius,28125,116,311,6562,SEQF2380|SEQF1797|SEQF2728|SEQF2729|SEQF2730,N/A,,,,,
557,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-9],[Eubacterium] brachy,Named,,,U13038,87,0.25,83,,35517,0,0,0,SEQF2459|SEQF2759|SEQF2787,N/A,,,,,
558,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,brevis,Named,,,AF090328,1,0,459,Bacillus casei g|Bacillus g|Betabacterium breve|Lactobacterium breve,1580,567,1878,27491,SEQF1252|SEQF1638|SEQF2565,N/A,,,,,
559,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,broomeae,Named,,,U87759,2,0.01,409,,56946,3,37,8643,SEQF2411,N/A,,,,,
560,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae,Named,,,L16478,9,0.03,294,Bacteroides buccae|Bacteroides capillus|Bacteroides pentosaceus,28126,29,616,9943,SEQF1985|SEQF1798|SEQF1615,N/A,,,,,
561,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,buccale,Named,,,AF125586,0,0,0,Mycoplasma orale type 2,55602,2,15,2,,N/A,,,,,
562,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccalis,Named,,,L16476,0,0,0,Bacteroides buccalis,28127,10,253,4771,SEQF1799|SEQF2731|SEQF2732,N/A,,,,,
563,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,buccalis,Named,,ATCC 14201,L37788,12,0.03,255,Leptothrix buccalis,40542,83,33,6625,SEQF1028|SEQF1287,"Leptotrichia buccalis is a common oral bacteria.&nbsp; Previously, all human oral Leptotrichia&nbsp;isolates were lumped into the single species, L. buccalis.&nbsp;&nbsp;From 16S rRNA studies&nbsp;we now recognize that there are approximately 20 Leptotrichia species, five of which&nbsp;been named [2].&nbsp; The early literature&nbsp;was confused as two organisms were&nbsp;called&nbsp;Leptotrichia buccalis [1].",Leptotrichia buccalis requires anaerobic culture for initial isolation.&nbsp; Some strains are reported to grow aerobically in the presence of CO2&nbsp;on subsequent passage.,"Straight or slightly curved rods.&nbsp; Cells 0.8-1.5 um wide and 5-15 um long.&nbsp; Cells frequently arranged in chains or septate filaments.&nbsp; Gram-negative, but may be Gram-positive in young cultures.&nbsp; Ferments glucose and several other sugars to lactic acid.",Commonly found in dental plaque.,"Leptotrichia buccalis is not commonly pathogenic, but has o&shy;n rare occasions been associated with bacteraemia and endocarditis, particularly in neutropenic patients [3].&nbsp;&nbsp; It has been endodontic leasions&nbsp; by checkerboard hybridization [4].",Int J Syst Evol Microbiol. 2004 Mar;54(Pt 2):583-92[PID:15023979]|Oral Microbiol Immunol. 2007 Dec;22(6):390-7[PID:17949342]|Scand J Infect Dis. 2006;38(8):712-6[PID:16857623]|Bacteriol Rev. 1961 Jun;25:131-41[PID:13705433]
565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,Named,,,Z96078,2,0.01,409,CDC Enteric Group 19|Enterobacter taylorae|Erwinia cancerogena,69218,25,276,9068,SEQF1481|SEQF2604,N/A,,,,,
567,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,caprae,Named,,,AB009935,3,0.01,387,,29380,38,308,8361,SEQF2204,N/A,,,,,
568,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,casei,Named,,,D16552,0,0,0,Bacillus a|Bacillus casei a|Bacterium casei a|Caseobacterium vulgare|Lactobacterium casei|Streptobacterium casei,1582,3323,6514,104213,SEQF2109|SEQF2110|SEQF1493|SEQF1246|SEQF1254|SEQF2493|SEQF2494|SEQF2495|SEQF2496|SEQF2566|SEQF2699,N/A,,,,,
569,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Eggerthia,catenaformis,Named,,ATCC 25536,M23729,9,0.03,294,Bacteroides catenaformis|Catenabacterium catenaforme|Lactobacillus catenaforme,31973,1,147,4825,SEQF2477|SEQF1882|SEQF2762,N/A,,,,,
571,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,cepacia,Named,,,AF097530,16,0.05,224,Pseudomonas kingii|Pseudomonas cepacia|Pseudomonas multivorans,292,2434,5082,43044,SEQF2408|SEQF2599|SEQF2612|SEQF2716,N/A,,,,,
572,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,veroralis,Named,,,L16473,1,0,459,Bacteroides veroralis,28137,11,393,8080,SEQF1663|SEQF2511|SEQF2688,N/A,,,,,
574,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,Named,,,M25588,171,0.49,40,Bacillus coli|Bacterium coli,562,317670,824479,11496727,SEQF1219|SEQF1213|SEQF1137|SEQF1710|SEQF1194|SEQF1711|SEQF1712|SEQF1754|SEQF1755|SEQF1756|SEQF1624|SEQF1189|SEQF1429|SEQF1198|SEQF1713|SEQF1186|SEQF1199|SEQF1200|SEQF1188|SEQF1503|SEQF1433|SEQF1205|SEQF1192|SEQF1639|SEQF1506|SEQF1206|SEQF1193|SEQF1408|SEQF1507|SEQF1207|SEQF1196|SEQF1215|SEQF1508|SEQF1504|SEQF1197|SEQF1509|SEQF1511|SEQF1203|SEQF1510|SEQF1217|SEQF1512|SEQF1376|SEQF1513|SEQF1519|SEQF1514|SEQF1218|SEQF1515|SEQF1516|SEQF1430|SEQF1517|SEQF1518|SEQF1191|SEQF1572|SEQF1247|SEQF1208|SEQF1220,N/A,,,,,
575,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus,Named,,,L06977,69,0.2,98,,199,97,1602,31512,SEQF1177|SEQF2326|SEQF2578|SEQF2579|SEQF2580,N/A,,,,,
576,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus,Named,,,AF104676,158,0.45,45,Diplococcus constellatus|Peptococcus constellatus,76860,220,1260,24055,SEQF2211|SEQF2589|SEQF2590|SEQF2591|SEQF2643,N/A,,,,,
577,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,corrodens,Named,,,M22512,30,0.09,164,Bacteroides corrodens|Ristella corrodens,539,906,242,9314,SEQF1016|SEQF2615,N/A,,,,,
578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,cristatus,Named,,,AB008313,325,0.93,20,Streptococcus crista,45634,32,506,6242,SEQF1997|SEQF1669,N/A,,,,,
579,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,curtum,Named,,,AB019260,31,0.09,162,,84163,6,42,4068,SEQF1480,N/A,,,,,
580,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,curvus,Named,,,L04313,6,0.02,332,Wolinella curva,200,13,119,6992,SEQF1178|SEQF2488,"Campylobacter curvus rRNA sequences come in long (with IVS) and short (without IVS) forms.  Reference sequence C. curvus I is short form, C. curvus II is long form.",,,,,
582,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,denitrificans,Named,,,L06166,30,0.09,164,,502,30,128,5018,SEQF2079,N/A,,,,,
583,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dentalis,Named,,,X81876,2,0.01,409,Mitsuokella dentalis|Hallella seregens,52227,4,188,10693,SEQF2022,N/A,,,,,
584,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,denticola,Named,,ATCC 35405,M71236,77,0.22,90,Spirillum dentium|Spirochaeta ambigua|Spirochaeta comandonii|Spirochaeta dentium|Spirochaeta microdentium|Spirochaeta orthodonta|Spirochaete denticola|Spirochaete dentium|Spironema dentium|Treponema ambiguum|Treponema comandonii|Treponema dentium|Treponema dentium-stenogyratum|Treponema microdentium|Treponema orthodontum,158,1133,1518,69234,SEQF1679|SEQF1873|SEQF1872|SEQF1864|SEQF1869|SEQF1868|SEQF1866|SEQF1871|SEQF1061|SEQF1867|SEQF1874|SEQF1876|SEQF1878|SEQF1865|SEQF1870|SEQF1875|SEQF1877,"T. denticola is a member of Group II,&nbsp;o&shy;ne of the 10 phylogenetic groups of oral treponemes [1,2].&nbsp; ","Anaerobic growth in peptone-yeast extract, serum containing medium.&nbsp; White, diffuse colonies (0.3 to 1 mm) in diameter o&shy;n solid media after 2 weeks incubation. ","Obligately anaerobic, catalase negative, helically coiled with translational motility.&nbsp; Will creep o&shy;n solid surfaces, such as agar media or glass.&nbsp; Cells are Gram-negative,&nbsp; 0.2 um by&nbsp;6-16 &nbsp;um, with a 2-4-2 periplasmic flagellar arrangement. G+C content is 37-38 mol%Ferments&nbsp;amino acids (alanine, cysteine, glycine and serine)&nbsp;with&nbsp;acetate as the major endproduct, with lesser amounts of lactic acid, succinic acid and formic acid.&nbsp;&nbsp; Ammonia is produced from amino acids. Arginine can serve as an energy source.&nbsp; Glucose can be degraded using the Embden-Meyerhof pathway [3], but not by the glycolytic pathway.&nbsp;&nbsp;&nbsp;Strains are resistant to rifampicin.","Frequently isolated from human subgingival plaque, especially from subjects with periodontitis.&nbsp; Reported to be present in chimpanzees","Known as a member of the ""red complex"" and is strongly associated with periodontal disease [4].&nbsp; Also associated with endodontic lesions.",Oral Microbiol Immunol. 2000 Jun;15(3):196-202[PID:11154403]|Arch Mikrobiol. 1971;78(3):234-51[PID:4938689]|Int J Syst Bacteriol. 1993 Apr;43(2):196-203[PID:8494734]|J Clin Periodontol. 1998 Feb;25(2):134-44[PID:9495612]
586,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens,Named,,,D89331,17,0.05,218,Bifidobacterium denticolens,78258,10,159,8492,SEQF2021|SEQF1655|SEQF2391,N/A,,,,,
587,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,Named,,,M59055,207,0.59,33,Rothia denticariosa|Actinomyces dentocariosus|Nocardia dentocariosus|Nocardia salivae,2047,109,280,10601,SEQF1994|SEQF1925,N/A,,,,,
588,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,Named,,,D86183,55,0.16,116,Actinomyces eriksonii,1689,42,290,17235,SEQF1911|SEQF1497|SEQF1385|SEQF2053,N/A,,,,,
590,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,diminuta,Named,,ATCC 14736,D49422,0,0,0,Bacterium parvulum|Pseudomonas diminuta,293,73,947,12821,SEQF1892|SEQF2056,N/A,,,,,
591,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,diphtheriae,Named,,,X82059,0,0,0,Bacillus diphtheriae|Bacterium diphtheriae|Microsporon diphthericum|Microsporon diphtheriticum|Mycobacterium diphtheriae|Pacinia loeffleri,1717,2542,1225,86562,SEQF2272|SEQF2273|SEQF2274|SEQF2275|SEQF2276|SEQF2277|SEQF1184|SEQF2372|SEQF2267|SEQF2268|SEQF2388|SEQF2048|SEQF2269|SEQF2270|SEQF2271|SEQF2703|SEQF2704,N/A,,,,,
593,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Mogibacterium,diversum,Named,,,AB037874,2,0.01,409,,114527,1,8,0,,N/A,,,,,
594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,downei,Named,,,AY188350,49,0.14,128,,1317,46,138,3818,SEQF1846,N/A,,,,,
595,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,durum,Named,,,Z97069,28,0.08,171,,61592,5,147,5646,SEQF1897,N/A,,,,,
596,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans,Named,,,Y15408,136,0.39,52,Abiotrophia elegans,137732,20,176,3119,SEQF1608,N/A,,,,,
597,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii,Named,,,U35000,0,0,0,,29448,95,6275,37787,SEQF2325|SEQF2487|SEQF2595|SEQF2596|SEQF2597|SEQF2598,N/A,,,,,
598,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,elongata,Named,,,L06171,40,0.11,144,,495,45,407,6179,SEQF1166,N/A,,,,,
600,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,enoeca,Named,,,AJ005635,0,0,0,,76123,2,242,1773,SEQF2647|SEQF2677|SEQF2792,N/A,,,,,
601,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,epidermidis,Named,,,D83363,3,0.01,387,Albococcus epidermidis|Micrococcus epidermidis,1282,9661,24403,269602,SEQF2383|SEQF1836|SEQF1838|SEQF1640|SEQF1837|SEQF2205|SEQF2206|SEQF2207|SEQF1322|SEQF1324,N/A,,,,,
602,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,exigua,Named,,,AF101240,2,0.01,409,Eubacterium exiguum,84109,17,32,3811,SEQF1599,N/A,,"Gram positive non-spore forming, non-motile bacillusObligate anaerobeCellular morphology: 0.5 x 1.0 um, singly or in clumpsColonial morphology: translucent colonies &lt; 1 mm diameter after prolonged incubation o&shy;n BHI-blood agarNo detectable metabolic end-products after growth in PYGGAC content of DNA:60-64 mol%","Has been isolated by at least 3 groups of investigatorsFound in most subjects with periodontitis by DNA hybridization (Wade, unpublished)",Adult periodontitis [5]Necrotic pulps [10]Dentoalveolar abscesses [1],Oral Microbiol Immunol. 2006 Dec;21(6):381-4[PID:17064396]|Microb Ecol Health Dis 1993 6:269|Int J Syst Bacteriol. 1996 Oct;46(4):1120-4[PID:8863445]|J Periodontal Res. 2004 Aug;39(4):213-20[PID:15206913]|Oral Microbiol Immunol. 2004 Oct;19(5):343-6[PID:15327650]|Infect Immun. 1983 Nov;42(2):510-5[PID:6642641]|Int J Syst Bacteriol. 1999 Apr;49 Pt 2:595-600[PID:10319481]|Int Endod J. 2001 Sep;34(6):463-70[PID:11556514]|J Med Microbiol. 1994 Feb;40(2):115-7[PID:8107059]|J Med Microbiol. 2001 Nov;50(11):947-51[PID:11699590]
603,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,extructa,Named,,DSM 13220,AF220064,11,0.03,267,,118748,6,49,2818,SEQF1088|SEQF1730,Solobacterium moorei is a closely related species and on the basis of its position in the 16S rRNA phylogenetic tree appears to represents a novel species within the genus Bulleidia. The name Bulleidia would have precedence by prior publication under Rule 27 of the Bacteriological Code.,"Slow growth on Fastidious Anaerobe Agar + 5 % horse blood. After 7 days incubation, colonies are 0.7-0.9 mm in diameter, circular, entire, low convex, grey to off-white, opaque and glossy",Gram positive short rods [1]. Obligate anaerobes. Ferment glucose and maltose. Metabolic end-products of glucose metabolism are moderate amounts of acetate and lactate and trace amounts of succinate. Arginine is hydrolysed. mol % G+C content of the DNA is 38. ,Found in the human mouth,"Isolated from subgingival plaque in periodontitis and from odontogenic infections [2,3,4].",Int J Syst Evol Microbiol. 2000 May;50 Pt 3:979-83[PID:10843035]|J Periodontal Res. 2004 Aug;39(4):213-20[PID:15206913]|J Med Microbiol. 2001 Nov;50(11):947-51[PID:11699590]|Ann Periodontol. 2002 Dec;7(1):8-16[PID:16013212]
604,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,Named,,,Y18293,138,0.4,50,Enterocoque Thiercelin|Enterococcus proteiformis|Enterocoque|Micrococcus ovalis|Micrococcus zymogenes|Streptococcus faecalis|Streptococcus glycerinaceus|Streptococcus liquefaciens,1351,11756,51809,1140113,SEQF1748|SEQF1749|SEQF1750|SEQF1751|SEQF1752|SEQF1753|SEQF2278|SEQF1080|SEQF1495|SEQF1079|SEQF1449|SEQF1735|SEQF1736|SEQF1737|SEQF1738|SEQF1739|SEQF1740|SEQF1741|SEQF1260|SEQF1742|SEQF1743|SEQF1744|SEQF1745|SEQF1746|SEQF1747,N/A,,,,,
605,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,fairfieldensis,Named,,,AJ251630,0,0,0,,44742,16,4,1,SEQF2793,N/A,,,,,
606,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,faucium,Named,,,AF125590,5,0.01,343,Mycoplasma orale type 3,56142,4,28,1,,N/A,,,,,
607,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,fermentans,Named,,,M24289,0,0,0,Asterococcus fermentans|Micromyces hominis|Schizoplasma fermentans,2115,378,150,7751,SEQF1928|SEQF1263|SEQF1265,N/A,,,,,
608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,fermentum,Named,,,M58819,60,0.17,109,Bacillus casei d|Bacillus d|Lactobacillus cellobiosus|Lactobacterium fermentum,1613,668,4339,31041,SEQF1964|SEQF1765|SEQF1766|SEQF1533|SEQF2541|SEQF2605,N/A,,,,,
609,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava,Named,,,AJ239301,110,0.32,64,,34026,18,138,16,,N/A,,,,,
610,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flavescens,Named,,,AJ239280,115,0.33,59,,484,35,475,9369,SEQF1790|SEQF1195,N/A,,,,,
612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens,Named,,,Z76662,12,0.03,255,Bacterium fluorescen|Bacillus fluorescens|Bacterium fluorescens|Liquidomonas fluorescens,294,4559,15278,216301,SEQF2195|SEQF2196|SEQF1301|SEQF2381|SEQF2169|SEQF1300|SEQF1302|SEQF2332,N/A,,,,,
613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,forsythia,Named,0,,L16495,88,0.25,81,Bacteroides forsythus|Tannerella forsythensis,28112,511,188,8955,SEQF1072|SEQF2738,,,,,,
614,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,fusiformis,Named,,,M77486,0,0,0,Aerobacillus fusiformis|Bacillus sphaericus,28031,36,1096,23807,SEQF1920|SEQF2422|SEQF2693,N/A,,,,,
615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gasseri,Named,,,M58820,279,0.8,24,,1596,335,1424,29082,SEQF1251|SEQF1767|SEQF1768|SEQF1769|SEQF2087|SEQF1255|SEQF2088|SEQF2497|SEQF2557|SEQF2558|SEQF2700,N/A,,,,,
616,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium,Named,,,X77334,0,0,0,,2097,862,1149,7750,SEQF1267|SEQF2377|SEQF2378|SEQF2375|SEQF2376|SEQF1268|SEQF2779,N/A,,,,,
617,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae,Named,,,X80413,1,0,459,Actinomyces D08,52768,7,674,6144,SEQF1902|SEQF2574,N/A,,,,,
618,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae,Named,,,X80414,36,0.1,149,Actinomyces israelii,52769,28,109,2285,SEQF1664|SEQF2575,N/A,,,,,
619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis,Named,,,X73964,89,0.26,80,Bacteroides gingivalis,837,5704,8339,53714,SEQF1975|SEQF2392|SEQF1538|SEQF1064|SEQF2447|SEQF2355|SEQF1908|SEQF2458|SEQF2366|SEQF2457|SEQF2356|SEQF2507|SEQF2616|SEQF2743|SEQF2742|SEQF2741|SEQF2740|SEQF2797|SEQF2798|SEQF2799,N/A,,,,,
621,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,gonorrhoeae,Named,,,X07714,0,0,0,Diplococcus gonorrhoeae|Gonococcus neisseri|Merismopedia gonorrhoeae|Micrococcus der gonorrhoe|Micrococcus gonococcus|Micrococcus gonorrhoeae,485,10913,23571,57815,SEQF1626|SEQF1627|SEQF1628|SEQF1629|SEQF1630|SEQF1109|SEQF1631|SEQF1632|SEQF1794|SEQF1791|SEQF1633|SEQF1272|SEQF1792|SEQF1793|SEQF2139|SEQF2158|SEQF1625|SEQF1699,N/A,,,,,
622,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gordonii,Named,,ATCC 10558|NCTC7865,AF003931,478,1.37,10,,1302,729,956,6716,SEQF1066,"Viridans type of streptococci has had taxonomic revisions.&nbsp; Previously designated as strains of&nbsp;Streptococcus sanguis subsp. sanguis [1,4].&nbsp; Suggested that&nbsp;strain NCTC 3165, a strain of Streptococcus mitis, be included [4].&nbsp; ",Alpha-hemolytic colonies (0.7- 1.2 mm diameter) o&shy;n blood agar and extensive greening o&shy;n chocolate agar.&nbsp;&nbsp;&nbsp;,"Facultatively anaerobic, Gram positive cocci, approximately 1 um in diameter, that grow in short chains in broth cultures.&nbsp;&nbsp;&nbsp;Carbohydrates are femented primarily to lactic acid and no gas. Catalase negative.&nbsp; Cell wall contains glycerol teichoic acid and rhamnose.&nbsp;Peptidoglycan type is Lys-Ala1-3S. gordonii is similar to&nbsp;S. sanguis (sanguinis) but can be differentiated&nbsp;based o&shy;n the following; DNA homology, lower G+C content of the DNA (42&nbsp; vs 46 mol%), ferments amygdalin, has alkaline phosphatase and B-glucosaminidase activities, lacks IgA1 protease activity, multilocus enzyme analysis [4].3 biovars of S. gordonii&nbsp;differ biochemically and serologically, but all biovars possess the group H antigen [4]&nbsp;",Commonly found in the human oral cavity and throat.&nbsp; Has been isolated from blood and heart valves of patients with bacterial endocarditis.&nbsp; May be found occasionally&nbsp;in human feces,"Generally associated with healthy oral microflora, but has been&nbsp;associated with&nbsp;intact enamel in children with primary caries surfaces&nbsp;[2].&nbsp; May play a role in caries production [3].Has also been associated with infective endocarditis and recurrent aphthous ulcerations",Int J Syst Bacteriol. 1989 Oct;39(4):471-84.|J Gen Microbiol. 1975 Nov;91(1):92-8[PID:1202161]|J Clin Microbiol. 2002 Mar;40(3):1001-9[PID:11880430]|J Dent Res. 1993 Feb;72(2):508-16[PID:8423248]
623,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,gracilis,Named,,,L04320,362,1.04,16,Bacteroides gracilis,824,42,455,5696,SEQF1005|SEQF2434,"In 1981, four species were recognized&nbsp;as comprising&nbsp;what had previously been called Bacteroides corrodens [5].&nbsp; o&shy;ne of these organisms was called Bacteroides gracilis, but based upon 16S rRNA analysis, the organism was transferred to the genus Campylobacter [2].&nbsp; ","Campylobacter gracilis is microaerophilic, but is stimulated o&shy;n media containing formate and fumerate.","Gram-negative,&nbsp;straight rods.&nbsp; 0.4 um&nbsp;by 4-6 um with both tapered and rounded ends.&nbsp; May&nbsp;pit or corrode agar, or show twitching motility.&nbsp; The mol% G + C of the DNA is 44-46%.&nbsp;&nbsp;&nbsp;&nbsp;It does not ferment carbohydrates and produces mainly succinate from PYG.&nbsp;",Campylobacter gracilis is a common member of subgingival plaque.&nbsp; 16S rRNA cloning studies indicate that it is generally the most common oral Campylobacter species identified.,Campylobactrer gracilis is a member of Socransky&#39;s Orange Complex and is associated with periodontal disease [3].&nbsp; It has been recoved from primary endodontic infections [4].&nbsp; It is occasionally isolated from systemic infections [1].,Int Endod J.2003 Mar;36(3):174-80[PID:12657143]|Int J Syst Bacteriol. 1981 31:432-445|J Clin Periodontol.1998 Feb;25(2):134-44[PID:9495612]|J Clin Microbiol.1985 Nov;22(5):799-802[PID:4056006]|Int J Syst Bacteriol.1995 Jan;45(1):145-52[PID:7857794]
626,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,haemolysans,Named,,,L14326,537,1.54,8,Neisseria haemolysans,1379,90,769,7234,SEQF2070|SEQF1019,N/A,,,,,
627,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,haemolytica,Named,,,U41349,0,0,0,,45243,3,8,0,SEQF2788,N/A,,,,,
